,ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,Landsize,Age,Latitude,Longtitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average
523,ID821425737,24/294 Nicholson St,SEDDON,450000,u,6/8/2016,2,1,2,0,49,-37.8087,144.8978,19997,190,11.18181818,-1,824,1890,159
524,ID766127892,40 Kingston St,YARRAVILLE,872500,h,29/04/2017,3,1,2,189,99,-37.8145,144.8808,19996,817,13.18181818,-1,817,1779,181
525,ID291203378,141/95 Rouse St,PORT MELBOURNE,1250000,u,22/05/2016,2,2,2,0,16,-37.8435,144.9415,20043,2964,0,-1,659,5219,338
526,ID730717482,3/72 Charles St,ABBOTSFORD,1330000,h,18/03/2017,4,2,2,780,119,-37.8073,144.9952,19976,334,13,-1,1214,5603,375
527,ID866186988,34 Ayr St,DONCASTER,826000,h,28/08/2016,3,1,4,192,49,-37.7837,145.1027,19896,3985,29.66666667,-1,3081,9924,906
528,ID720446462,166 Gordon St,BALWYN,2100000,h,3/9/2016,2,1,1,659,99,-37.8094,145.0807,19893,1680,23.66666667,-1,925,4701,308
529,ID647482904,1 Christie St,DEER PARK,632000,h,23/09/2017,3,1,1,562,59,-37.77224,144.77381,19982,629,17.31034483,-1,326,1234,99
530,ID905780745,16 Creswick St,FOOTSCRAY,900000,h,22/07/2017,3,1,3,312,139,-37.79334,144.89128,20024,1020,10,-1,298,735,154
531,ID243719416,78 Hope St,SOUTH YARRA,2210000,h,3/6/2017,2,2,1,187,129,-37.83554,144.97956,19959,1169,13.86666667,-1,1245,3886,447
532,ID884172273,12/27 Marnoo St,BRAYBROOK,560000,t,22/07/2017,3,1,1,158,17,-37.78893,144.84652,22241,1201,12.09090909,-1,2897,11243,942
533,ID479751902,47B Vannam Dr,ASHWOOD,1060000,t,22/07/2017,3,2,2,343,19,-37.86324,145.10289,19840,1409,34.14285714,-1,1672,10063,646
534,ID747833601,4 Farnsworth St,SUNSHINE,865000,h,27/05/2017,3,1,2,550,49,-37.77972,144.83809,22241,1083,12.09090909,-1,2532,5455,713
535,ID515209954,5 Empress Ct,SUNSHINE WEST,472500,h,18/06/2016,3,1,1,586,52,-37.791,144.7925,20020,1227,16,-1,2403,5212,586
536,ID869594461,7/435 St Kilda St,ELWOOD,655000,u,18/06/2016,2,1,1,0,54,-37.8902,144.9907,19954,1082,27,-1,1566,8895,491
537,ID230588140,12 Newstead St,MARIBYRNONG,1900000,h,17/09/2016,4,3,8,865,6,-37.7682,144.8971,20038,1961,12.07692308,-1,610,1743,228
538,ID119237722,1 East St,ASCOT VALE,1000000,t,27/11/2016,3,2,2,200,16,-37.7766,144.9277,20039,537,10.07692308,-1,2489,11817,1268
539,ID840038665,45 Mirams St,ASCOT VALE,1410000,h,27/11/2016,3,2,2,459,99,-37.7767,144.9124,20039,843,10.07692308,-1,2489,11817,1268
540,ID242361903,4/130 Kensington Rd,KENSINGTON,750000,t,7/5/2016,2,1,1,325,17,-37.7976,144.9213,20026,425,6.25,-1,271,771,74
541,ID384673371,4 Dane Rd,HAMPTON EAST,1200000,h,28/08/2016,4,2,2,0,17,-37.9405,145.0346,19937,710,37.09090909,-1,1150,7827,922
542,ID177857844,10 Risley Cl,CAROLINE SPRINGS,518000,h,29/07/2017,3,2,2,308,24,-37.73868,144.7325,52011,3207,22.77777778,-1,1288,4242,480
543,ID705633944,14 Ebb St,ASPENDALE,970000,h,22/07/2017,3,2,2,612,59,-38.01596,145.09932,19862,1278,54.16666667,-1,164,943,50
544,ID843183613,13 Carron St,COBURG,635000,t,18/03/2017,2,1,1,97,5,-37.7516,144.9623,19966,324,17,-1,1097,5916,553
545,ID749877274,34 Hooker Rd,WERRIBEE,471500,h,22/07/2017,3,1,2,530,7,-37.89415,144.64143,19921,1825,36.4,-1,98,190,19
546,ID997614164,12/440 Stud Rd,WANTIRNA SOUTH,622000,u,15/07/2017,3,1,1,137,7,-37.87615,145.23192,19869,4931,54,-1,98,190,19
547,ID336043511,1/547 Neerim Rd,HUGHESDALE,1340000,t,13/05/2017,4,4,2,370,13,-37.8919,145.0781,19918,334,26,-1,591,1189,177
548,ID500745288,7 Alexis Cl,SOUTH MORANG,915000,h,3/6/2017,4,3,2,624,14,-37.63485,145.07272,45795,1670,49.63636364,-1,101,251,18
549,ID165221591,11a Elm Gr,BRIGHTON,1102000,h,12/11/2016,2,1,2,318,109,-37.9011,145.0011,19952,442,31,-1,2744,10289,780
550,ID372470612,1/464 Victoria St,BRUNSWICK WEST,735000,t,24/09/2016,2,1,2,120,15,-37.7659,144.9487,19968,979,14,-1,958,5673,628
551,ID123449344,12 Campbell Gr,DINGLEY VILLAGE,871000,h,19/08/2017,3,2,2,534,54,-37.98068,145.12494,19891,4277,39.5,-1,3327,11071,1069
552,ID736121039,22 Emu La,PARKVILLE,800000,t,8/7/2017,2,1,1,145,9,-37.7882,144.94205,19971,240,8,-1,142,344,39
553,ID255254670,37 Purches St,MITCHAM,1010000,h,26/08/2017,3,2,2,672,49,-37.8236,145.20898,19901,665,41.66666667,-1,1471,7759,779
554,ID324734626,32 Elton Rd,FERNTREE GULLY,663500,h,3/6/2017,3,1,2,736,59,-37.88909,145.26935,19868,2420,57,-1,56,98,19
555,ID583745584,12 Walerna Rd,GLEN IRIS,1750000,h,7/5/2016,3,2,2,652,68,-37.8556,145.068,19835,953,24,-1,1923,8979,620
556,ID852443912,26 Lowalde Dr,EPPING,595000,h,26/08/2017,3,1,2,536,39,-37.64972,145.04086,20005,992,45.38461538,-1,2006,7754,1051
557,ID525715784,2/9 Havelock St,MAIDSTONE,722000,t,3/9/2017,3,2,2,147,4,-37.78538,144.87959,20023,1897,11,-1,717,1763,318
558,ID707529998,61 Willis St,KENSINGTON,829000,h,28/05/2016,3,2,2,84,13,-37.7935,144.9187,20026,897,6.25,-1,271,771,74
559,ID766388753,2059 Malvern Rd,MALVERN EAST,1380000,h,8/4/2017,3,1,2,572,109,-37.8757,145.066,19838,328,28,-1,717,1763,318
560,ID263115846,15/20 Princes St,ST KILDA,680000,u,20/05/2017,2,1,0,0,129,-37.859,144.9816,19957,974,21,-1,1412,6364,699
561,ID642327506,9A The Crossway,KEILOR EAST,620000,h,19/08/2017,3,2,1,292,6,-37.74695,144.86625,20037,4510,14.08333333,-1,591,1189,177
562,ID827191537,8 Rocklands Rd,ASHWOOD,1120000,h,7/5/2016,3,1,2,723,19,-37.8642,145.1109,19840,1052,34.14285714,-1,1654,9119,550
563,ID983075618,120 Epsom Rd,ASCOT VALE,970000,h,7/5/2016,3,1,2,350,115,-37.7759,144.91,20039,1042,10.07692308,-1,2489,11817,1268
564,ID130207714,1 Centurion Ct,EPPING,600000,h,15/07/2017,3,1,2,524,49,-37.64273,145.03751,20005,1257,45.38461538,0,2006,7754,1051
565,ID474272832,10/76 Oxford St,COLLINGWOOD,683000,u,17/09/2016,2,1,1,0,119,-37.8035,144.985,19976,778,13,-1,1071,5783,419
566,ID281548158,35 Bordeaux St,DONCASTER,1430000,h,10/12/2016,4,2,2,655,49,-37.782,145.1194,20042,4147,30.75,-1,3081,9924,906
567,ID720694962,111 Cecil St,FITZROY,1000000,h,3/9/2016,2,1,0,128,109,-37.7941,144.9802,19975,1374,15,0,1923,8979,620
568,ID555913337,15 The Crofts,RICHMOND,1300000,h,24/06/2017,3,1,0,200,49,-37.8196,144.99101,19908,504,10.56521739,-1,885,1901,227
569,ID732223867,6 Tame St,DIGGERS REST,615000,h,12/8/2017,6,3,1,850,39,-37.62856,144.71825,15353,226,39.16666667,-1,294,840,110
570,ID401374399,2/60 Budd St,COLLINGWOOD,887500,t,22/05/2016,3,2,1,81,19,-37.7961,144.9874,19975,708,15,-1,1071,5783,419
571,ID474053499,16 Nevada St,BALWYN NORTH,1700000,h,27/06/2016,4,2,5,754,59,-37.786,145.0886,19934,3940,31,-1,925,4701,308
572,ID153691551,4/39 Hunter St,RICHMOND,1226000,u,6/5/2017,2,1,1,826,23,-37.821,145.0054,19906,754,13.25,0,885,1901,227
573,ID619795035,143 Ogilvie St,ESSENDON,1315000,h,7/11/2016,2,1,0,634,119,-37.7406,144.894,20036,2483,16.08333333,-1,1144,6845,375
574,ID311145050,4 Collegian Av,STRATHMORE,1848000,h,26/08/2017,3,1,3,824,84,-37.73797,144.92455,20035,671,18.08333333,-1,987,2150,212
575,ID650093831,2/172 Cape St,HEIDELBERG,655000,h,23/04/2016,3,2,2,175,49,-37.7514,145.0689,19935,960,32.25,-1,1144,6845,375
576,ID614847930,86 Neville St,CARNEGIE,896000,h,26/07/2016,2,1,2,543,49,-37.898,145.0528,19941,1295,30.08333333,-1,3703,18944,2039
577,ID887883169,3 Horton St,RESERVOIR,760000,h,13/05/2017,3,2,2,567,69,-37.7236,144.9876,20011,1439,31.6,-1,885,1901,227
578,ID937071119,14 Prentice St,ELSTERNWICK,1805000,h,10/12/2016,3,2,1,347,49,-37.8833,145.0118,19954,971,27,-1,1566,8895,491
579,ID789183052,7 Lisa Ct,HOPPERS CROSSING,472000,h,27/05/2017,4,2,2,546,29,-37.85146,144.67109,47648,2987,25,-1,512,1119,175
580,ID988385808,13/200 Westgarth St,NORTHCOTE,400000,u,27/11/2016,1,1,1,0,5,-37.7831,145.0124,19929,569,22,0,136,302,42
581,ID305697640,28/60 Harp Rd,KEW,395000,u,30/07/2016,1,1,1,0,14,-37.7999,145.0544,19903,2615,19.66666667,-1,271,771,74
582,ID411733677,7/15 Manchester Gr,GLEN HUNTLY,695000,u,4/6/2016,2,2,1,0,5,-37.8878,145.0407,19942,252,26.92307692,-1,431,971,220
583,ID699972132,26 Wills St,BALWYN,2000000,h,27/06/2016,4,1,2,739,89,-37.8039,145.0631,19892,2489,21.66666667,-1,925,4701,308
584,ID886718910,1 Marriage Rd,BRIGHTON EAST,1815000,h,22/05/2016,4,2,2,732,22,-37.9184,145.007,19951,1008,33,0,2744,10289,780
585,ID683878499,6/105 Cochrane St,BRIGHTON,845000,u,29/07/2017,2,1,1,100,59,-37.89569,144.99881,19953,484,29,-1,2897,11243,942
586,ID530310411,32 Heron Ct,RINGWOOD NORTH,1050000,h,9/9/2017,4,2,2,770,59,-37.78929,145.2458,19879,2554,0,-1,119,452,22
587,ID730399167,8/7 Warner St,MALVERN,611000,u,8/10/2016,2,1,1,0,11,-37.8515,145.0372,19911,464,20,-1,610,1743,228
588,ID321226307,11 Vincent St,COBURG,951000,h,27/11/2016,3,2,0,342,139,-37.743,144.956,19965,650,19,-1,1071,5783,419
589,ID989843899,15 Derna St,HEIDELBERG WEST,740000,h,7/11/2016,3,2,1,627,59,-37.747,145.0402,19935,2123,32.25,-1,1150,7827,922
590,ID197305813,371 Rae St,FITZROY NORTH,1270000,h,17/06/2017,2,1,0,183,129,-37.78353,144.97991,20019,1100,19.72727273,-1,2047,9171,742
591,ID478237233,3/56 Banksia St,HEIDELBERG,630000,t,20/05/2017,2,1,1,86,52,-37.7586,145.0629,19935,259,32.25,-1,1253,7401,484
592,ID360396199,91 Arthurton Rd,NORTHCOTE,1255000,h,10/9/2016,3,2,1,259,109,-37.7687,144.9922,20016,300,22.72727273,-1,136,302,42
593,ID166307694,74 Carpenter St,BRIGHTON,2750000,h,7/5/2016,5,3,1,509,14,-37.9118,144.9984,19951,415,33,-1,2744,10289,780
594,ID306581139,4/1 Ashley St,RESERVOIR,427500,u,7/11/2016,2,1,1,146,39,-37.719,145.0014,20010,546,33.38461538,0,824,1890,159
595,ID401586360,69 Lloyd St,STRATHMORE,1635000,h,11/2/2017,4,2,3,0,24,-37.7354,144.9128,20034,1451,20.08333333,-1,987,2150,212
596,ID229439043,9A Normanby St,HUGHESDALE,980000,h,20/05/2017,2,1,1,387,123,-37.9021,145.0837,19917,448,28,-1,591,1189,177
597,ID854384972,18 Zinnia St,RESERVOIR,595000,h,6/5/2017,3,1,1,490,49,-37.7152,144.9817,19962,1864,25,-1,885,1901,227
598,ID943186589,4 Linton St,IVANHOE,1680000,h,4/3/2017,3,2,2,665,94,-37.7714,145.0455,19933,279,28.44444444,-1,92,260,36
599,ID291203378,141/95 Rouse St,PORT MELBOURNE,1250000,u,22/05/2016,2,2,2,0,16,-37.8435,144.9415,20043,2964,0,-1,659,5219,338
600,ID366413688,7/44 Darling St,SOUTH YARRA,630000,u,17/09/2016,2,1,1,0,6,-37.8361,144.9921,19959,262,13.86666667,-1,1100,3636,457
601,ID224005391,56 Tennyson St,KENSINGTON,1050000,h,4/6/2016,3,1,1,274,119,-37.7984,144.929,20026,335,6.25,-1,271,771,74
602,ID921934033,5/35 Durham Rd,SURREY HILLS,600000,h,28/05/2016,2,1,1,163,91,-37.8294,145.0913,19894,614,25.66666667,-1,2403,5212,586
603,ID170477110,40 Metung St,BALWYN,2800000,h,4/6/2016,5,3,2,678,18,-37.8048,145.0708,19892,2359,21.66666667,0,925,4701,308
604,ID941719795,60 Hamilton St,YARRAVILLE,1785000,h,10/9/2016,4,2,2,640,51,-37.8104,144.8867,19996,670,13.18181818,-1,703,1502,135
605,ID706847895,14 Howard St,MAIDSTONE,773000,h,30/07/2016,4,1,2,333,49,-37.7893,144.8818,20023,1427,11,-1,610,1743,228
606,ID845595335,120/1 Graham St,PORT MELBOURNE,1725000,u,3/6/2017,3,2,2,0,19,-37.8429,144.94487,20043,2816,0,-1,705,5479,335
607,ID370311678,31 Hampstead Cr,GLEN WAVERLEY,1320000,h,9/9/2017,4,2,5,1021,83,-37.90317,145.16607,19873,2658,42.14285714,-1,56,98,19
608,ID169770195,1 Bent St,ELSTERNWICK,2160000,h,18/03/2017,3,1,1,590,89,-37.8807,145.0005,19954,453,27,-1,1666,9333,523
609,ID433449490,193 Edwardes St,RESERVOIR,915000,h,8/10/2016,3,3,2,618,59,-37.7154,144.9962,20010,965,33.38461538,-1,824,1890,159
610,ID940388396,2/22 Seymour Gr,CAMBERWELL,810000,u,27/11/2016,2,1,1,0,129,-37.8357,145.0595,19851,949,25.5,-1,3703,18944,2039
611,ID484089703,16 Morawa Dr,MULGRAVE,800000,h,27/05/2017,3,2,2,324,26,-37.92783,145.19685,19891,4372,39.5,-1,394,1153,165
612,ID562806355,35 Gungarlan Dr,KEILOR EAST,695000,h,19/11/2016,3,2,2,716,49,-37.734,144.8593,20003,5100,23.11111111,-1,555,1129,160
613,ID977734327,1 Sartori St,BURWOOD EAST,1600000,h,8/7/2017,4,2,2,592,12,-37.84839,145.14299,19897,3080,32.75,-1,684,1695,161
614,ID735252239,15/496 Dandenong Rd,CAULFIELD NORTH,450000,u,18/03/2017,2,1,1,1092,5,-37.8647,145.0232,19944,563,21.90909091,-1,1593,6648,530
615,ID894404668,10/81 Koornang Rd,CARNEGIE,662000,u,17/09/2016,2,2,1,0,49,-37.8873,145.0572,19920,169,21.90909091,-1,3703,18944,2039
616,ID921374350,11/205 Gipps St,ABBOTSFORD,470000,u,26/07/2016,1,1,1,0,6,-37.8055,144.9961,19976,233,13,-1,1202,5034,333
617,ID616237292,78 Olympus Dr,TEMPLESTOWE LOWER,1182500,h,27/11/2016,4,2,2,650,44,-37.7764,145.1216,20042,4767,30.75,-1,2403,5212,586
618,ID416210789,2 Fairbank Pl,MELTON WEST,355000,h,3/6/2017,5,2,2,666,43,-37.67523,144.55833,19980,3365,32.77777778,-1,50,68,12
619,ID237160235,2/199 Barkly St,BRUNSWICK,528000,u,8/4/2017,1,1,1,0,9,-37.7767,144.9676,19969,805,12,-1,817,1779,181
620,ID245866671,7 Prospect Gr,NORTHCOTE,2100000,h,12/11/2016,4,1,2,0,6,-37.7736,145.0004,20016,613,22.72727273,-1,136,302,42
621,ID263982573,29 Fuller St,MITCHAM,950000,h,1/7/2017,3,1,2,608,44,-37.82583,145.20608,19901,1019,41.66666667,-1,1471,7759,779
622,ID622026715,100 Faraday St,CARLTON,1010000,h,18/03/2017,2,1,0,101,139,-37.7989,144.9713,19843,1360,5.6,-1,101,253,33
623,ID200479044,13/55 Darling St,SOUTH YARRA,650000,u,4/6/2016,2,1,1,0,33,-37.8344,144.9916,19959,455,13.86666667,0,1100,3636,457
624,ID812662017,16 Coronation St,BRUNSWICK WEST,1270000,h,20/05/2017,3,1,1,526,119,-37.7735,144.9445,19970,1097,10,-1,941,5813,575
625,ID331298055,36 Clinton St,BRIGHTON EAST,1630000,h,13/05/2017,4,2,1,596,69,-37.9113,145.0207,19940,1550,31.08333333,-1,2897,11243,942
626,ID533384421,48 Tucker Rd,BENTLEIGH,1045000,h,1/7/2017,3,1,1,401,49,-37.92999,145.04932,19937,1207,37.09090909,-1,959,4476,324
627,ID754311448,2/43 Haines St,NORTH MELBOURNE,470000,u,7/11/2016,2,1,1,0,44,-37.7988,144.9478,19973,1002,3.723404255,-1,71,261,20
628,ID175129506,4/13 Glen Valley Rd,FOREST HILL,360000,h,12/8/2017,1,1,1,76,49,-37.83221,145.17117,19899,1333,36.66666667,-1,2006,7754,1051
629,ID929855711,334 Punt Rd,SOUTH YARRA,1800000,h,25/02/2017,3,2,3,510,119,-37.8418,144.986,19959,671,13.86666667,-1,1245,3886,447
630,ID719493331,9/12 Acland St,ST KILDA,452000,u,25/02/2017,1,1,1,0,6,-37.8631,144.9749,19957,1698,21,-1,1412,6364,699
631,ID702859187,2/40 Carrol Gr,MOUNT WAVERLEY,870000,u,24/06/2017,3,2,2,264,823,-37.89251,145.11121,19840,2106,34.14285714,-1,1471,7759,779
632,ID422316078,7 Wilks St,CAULFIELD NORTH,1520000,h,24/06/2017,3,2,2,426,13,-37.86323,145.01428,19945,875,19.90909091,-1,1593,6648,530
633,ID975670293,1/69 Purtell St,BENTLEIGH EAST,760000,t,3/9/2016,3,1,2,287,51,-37.9261,145.0566,19938,1858,35.08333333,-1,925,4701,308
634,ID919150317,11 Coleman Av,KEW EAST,2000000,h,9/9/2017,4,1,1,704,28,-37.79349,145.04611,19931,2129,26,-1,288,712,75
635,ID337226589,23 Longwood Dr,EPPING,680000,h,17/06/2017,4,2,2,656,39,-37.63878,145.05577,45795,1523,49.63636364,-1,2006,7754,1051
636,ID708598140,20 Bryant St,FLEMINGTON,1550000,h,13/05/2017,5,1,1,432,104,-37.7859,144.9323,20040,333,8.076923077,-1,2047,9171,742
637,ID738765702,37 Roxburgh St,ASCOT VALE,1306000,h,15/07/2017,3,1,0,199,119,-37.77561,144.91695,20039,430,10.07692308,-1,2494,11307,1410
638,ID525053720,7/55 Johnston St,PORT MELBOURNE,720000,u,7/5/2016,2,1,1,0,29,-37.8434,144.9435,20043,2901,0,-1,659,5219,338
639,ID285208276,28 Greendale Rd,DONCASTER EAST,1255000,h,24/06/2017,3,2,2,348,44,-37.79759,145.16422,19899,2728,36.66666667,-1,3327,11071,1069
640,ID818606289,2/99 Spray St,ELWOOD,570000,u,26/07/2016,2,1,1,0,79,-37.8831,144.9855,19955,1172,25,-1,1566,8895,491
641,ID274249833,2c Hamilton St,ALPHINGTON,865000,h,22/05/2016,3,1,1,180,9,-37.7802,145.0243,19931,644,26,-1,1202,5034,333
642,ID501253124,5/8 Swan St,KEILOR PARK,380000,t,10/9/2016,2,1,1,161,9,-37.7251,144.8621,20033,5292,23.08333333,-1,922,5201,296
643,ID359515160,26 Stymie St,KINGSBURY,1250000,h,17/06/2017,5,3,2,544,79,-37.71499,145.02967,20009,1942,35.55555556,-1,92,260,36
644,ID183587418,37 Eamon Dr,VIEWBANK,770000,h,4/6/2016,3,2,2,577,49,-37.7376,145.0895,19936,2139,35.14285714,-1,584,2731,211
645,ID372000180,213/253 Bridge Rd,RICHMOND,370000,u,8/4/2017,1,1,1,3512,8,-37.8183,144.9979,19978,681,10,-1,885,1901,227
646,ID772267626,360 Thompsons Rd,TEMPLESTOWE LOWER,790000,h,8/10/2016,4,2,5,671,49,-37.7631,145.1108,19935,4461,32.25,-1,2403,5212,586
647,ID396234503,2/143 Smith St,THORNBURY,315000,u,19/11/2016,1,1,1,0,49,-37.7566,144.9893,20014,834,26.6,-1,2403,5212,586
648,ID570427689,38 Agnew St,BRIGHTON EAST,1710000,h,17/09/2016,3,3,2,435,104,-37.91,145.0113,19952,952,31,-1,2744,10289,780
649,ID808862123,14 Oakbank St,NEWPORT,896000,h,24/09/2016,2,1,0,297,119,-37.8501,144.8931,19993,880,19.2,-1,71,261,20
650,ID559485907,44 Silver St,ELTHAM,925000,h,12/8/2017,3,1,2,1027,39,-37.71328,145.14098,19987,603,51,-1,318,497,140
651,ID263311994,8/15 Herbert St,ST KILDA,640000,u,3/12/2016,2,1,1,1055,49,-37.8715,144.9827,19956,976,23,0,1363,6287,564
652,ID808066854,5 Margaret St,BRIGHTON EAST,1780000,h,7/5/2016,2,3,2,635,84,-37.9205,145.0102,19951,1359,33,0,2744,10289,780
653,ID609815864,33 Wales St,THORNBURY,1245000,h,18/03/2017,3,1,1,409,49,-37.7633,145.0087,20015,1029,24.72727273,0,2532,5455,713
654,ID442055615,1/10 Callander Rd,PASCOE VALE,610000,t,22/08/2016,2,1,1,169,24,-37.7186,144.9306,20033,803,23.08333333,-1,659,5219,338
655,ID879459683,2A Ritchie Ct,SUNSHINE,490000,h,4/3/2017,2,1,1,322,59,-37.7876,144.8342,22241,156,12.09090909,-1,2532,5455,713
656,ID881154197,4 Frampton St,ST KILDA,1000000,h,23/09/2017,2,1,1,106,119,-37.86191,144.98655,19957,811,21,-1,1412,6364,699
657,ID892067943,14 King St,FITZROY NORTH,1300000,h,27/11/2016,3,1,0,309,129,-37.776,144.9832,20017,884,21.72727273,-1,1923,8979,620
658,ID817603131,5/97 Oshanassy St,NORTH MELBOURNE,591500,u,17/09/2016,2,1,1,0,89,-37.8004,144.9465,19973,791,3.723404255,0,71,261,20
659,ID232923446,22 Woolcock Av,KEW EAST,1975000,h,16/09/2017,3,1,2,676,94,-37.79546,145.04533,19931,2268,26,-1,288,712,75
660,ID705509492,1/41 Elizabeth St,BENTLEIGH EAST,1025000,u,4/3/2017,3,2,2,384,20,-37.9229,145.0557,19939,1752,33.08333333,-1,959,4476,324
661,ID117507404,33 Dunbarton Dr,WANTIRNA,908000,h,29/07/2017,4,2,1,815,39,-37.84839,145.24191,19871,2246,48,-1,98,190,19
662,ID977946524,44/100 Commercial Rd,SOUTH YARRA,940000,u,12/8/2017,3,2,3,0,89,-37.8453,144.98487,19958,643,20,-1,1245,3886,447
663,ID460178091,3/302 Grange Rd,ORMOND,405000,u,28/08/2016,2,1,1,0,49,-37.9031,145.0444,19941,421,30.08333333,-1,268,736,128
664,ID886176442,3/367 Williamstown Rd,YARRAVILLE,440000,u,8/7/2017,2,1,1,100,119,-37.82356,144.88191,19995,864,15.18181818,-1,817,1779,181
665,ID645371210,1/47 Bluff Rd,BLACK ROCK,1215000,t,29/07/2017,3,2,2,314,59,-37.97287,145.01648,19948,2718,42,-1,2524,12864,738
666,ID608964587,10a Farm Rd,OAKLEIGH SOUTH,580000,h,12/6/2016,2,1,2,428,32,-37.9249,145.0943,19916,1700,29.88888889,-1,136,302,42
667,ID147994397,42 Gisborne St,BULLEEN,1140000,h,24/09/2016,4,2,3,554,21,-37.7624,145.0961,19935,3173,32.25,-1,958,5673,628
668,ID843500136,16 Flowerdale Rd,GLEN IRIS,2000000,h,14/05/2016,5,3,1,696,99,-37.8563,145.0709,19849,996,29.5,-1,1923,8979,620
669,ID526240748,2 Violet Gr,KEW EAST,1750000,h,17/09/2016,3,2,4,611,89,-37.7997,145.058,19903,2744,19.66666667,-1,271,771,74
670,ID264606657,35 Bellara St,DONCASTER,1430000,h,19/11/2016,3,1,2,811,49,-37.7927,145.1386,19897,3131,32.75,-1,3081,9924,906
671,ID447042681,431 Wattletree Rd,MALVERN EAST,2500000,h,12/8/2017,3,3,3,1011,94,-37.8652,145.05248,19835,828,24,-1,717,1763,318
672,ID827786014,21/54 Balston St,BALACLAVA,328500,u,8/7/2017,1,1,1,0,5,-37.86874,144.998,19956,403,23,-1,1672,10063,646
673,ID334634258,10/270 Williams Rd,TOORAK,350000,u,22/07/2017,1,1,1,0,49,-37.84157,145.00469,19947,404,16.83333333,-1,647,2861,222
674,ID247493283,2/27 Pakington St,KEW,610000,u,4/3/2017,2,1,1,745,51,-37.8024,145.0346,19904,2129,16.57142857,-1,288,712,75
675,ID650883853,23 Howitt St,NORTHCOTE,1400000,h,24/09/2016,3,1,1,335,109,-37.7816,145.0141,19930,366,24,-1,136,302,42
676,ID273567534,15 Rathmines Rd,HAWTHORN EAST,2151000,h,3/12/2016,3,1,2,780,19,-37.8198,145.0465,19903,295,19.66666667,-1,1144,6845,375
677,ID765352692,6a Glen Rd,ASHBURTON,1662000,h,14/05/2016,3,2,2,351,13,-37.8742,145.07,19838,309,28,-1,1654,9119,550
678,ID568965210,78 Davison St,RICHMOND,3200000,h,4/3/2017,5,3,3,618,129,-37.8157,145.0073,19906,1320,13.25,-1,885,1901,227
679,ID879040883,9/12 Charnwood Rd,ST KILDA,560000,u,10/9/2016,2,1,2,1676,44,-37.8585,144.9852,19957,660,21,-1,1363,6287,564
680,ID706497478,42 Hunter St,RICHMOND,860000,h,15/10/2016,2,2,0,74,19,-37.8207,145.0053,19906,789,13.25,-1,824,1890,159
681,ID916457358,16b Regent St,BRIGHTON EAST,1511000,t,24/09/2016,3,2,2,496,7,-37.9237,145.0075,19951,1370,33,-1,2744,10289,780
682,ID958098728,7A Brunel St,SOUTH KINGSVILLE,815000,t,13/05/2017,3,2,2,148,69,-37.8287,144.8705,19995,1374,15.18181818,-1,987,2150,212
683,ID327923288,6 The Woodland,WHEELERS HILL,1678000,h,3/9/2017,4,2,2,943,49,-37.90306,145.18171,19873,3139,42.14285714,-1,990,3070,411
684,ID730525788,1 Sinclair Grn,DERRIMUT,695000,h,23/09/2017,4,2,2,516,19,-37.78763,144.75963,19982,1565,17.31034483,-1,294,840,110
685,ID714977014,1C Baird St,BRIGHTON EAST,1750800,h,27/05/2017,3,4,2,424,7,-37.92988,145.01085,19949,1221,38,-1,2897,11243,942
686,ID810794811,54 Pine St,RESERVOIR,793000,h,26/07/2016,3,1,2,589,69,-37.7195,144.9982,20010,827,33.38461538,0,824,1890,159
687,ID969148622,99 Merton St,ALBERT PARK,1900000,h,27/05/2017,3,1,1,186,129,-37.84431,144.95532,20043,2902,0,-1,1214,5603,375
688,ID795705838,153 Thompsons Rd,BULLEEN,890000,h,12/11/2016,2,1,2,559,59,-37.7739,145.094,19935,3479,32.25,-1,958,5673,628
689,ID187489442,27 Augusta St,GLEN HUNTLY,2575000,h,22/08/2016,5,3,2,688,109,-37.8921,145.0381,19942,449,26.92307692,-1,431,971,220
690,ID156663851,1 Sneddon Ct,MULGRAVE,1100000,h,16/09/2017,4,2,2,748,23,-37.9265,145.19758,19891,4524,39.5,0,394,1153,165
691,ID924549143,7 Motherwell St,SOUTH YARRA,2667000,h,27/11/2016,4,3,2,446,119,-37.8454,144.9989,19947,299,16.83333333,-1,1100,3636,457
692,ID497647811,84 Beachview Pde,POINT COOK,690000,h,15/07/2017,4,2,2,540,7,-37.90715,144.76527,46468,4436,28,-1,1609,6840,525
693,ID556822589,11 Henry St,FITZROY,677000,h,27/11/2016,2,1,0,67,169,-37.7969,144.9759,19843,1597,5.6,-1,1923,8979,620
694,ID854384972,18 Zinnia St,RESERVOIR,595000,h,6/5/2017,3,1,1,490,49,-37.7152,144.9817,19962,1864,25,-1,885,1901,227
695,ID666122478,6 Munro St,ASCOT VALE,1435000,h,8/4/2017,3,1,1,450,99,-37.7756,144.9148,20039,619,10.07692308,0,2494,11307,1410
696,ID578429831,6 Baringa Rd,CROYDON NORTH,835000,h,27/05/2017,4,1,2,1717,69,-37.77595,145.28383,19878,2188,0,-1,84,371,13
