ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID997614164,12/440 Stud Rd,3,u,622000.0,15/07/2017,1.0,1.0,137.0,7.0,-37.87615,145.23192
ID819572827,3/8 Forest St,2,u,560000.0,12/08/2017,1.0,1.0,0.0,44.0,-37.79627,144.99229
ID959126401,47 Cooper St,7,h,1350000.0,29/07/2017,3.0,4.0,530.0,99.0,-37.73526,144.99508
ID956371362,85 Martins La,4,h,920250.0,4/03/2017,2.0,2.0,558.0,49.0,-37.7328,145.0916
ID579452288,125/33 Jeffcott St,2,u,670000.0,8/07/2017,1.0,1.0,17.0,23.0,-37.8118,144.95259
ID141722896,1 Gordon Ct,3,h,737000.0,8/10/2016,1.0,4.0,640.0,69.0,-37.6986,144.9243
ID645371210,1/47 Bluff Rd,3,t,1215000.0,29/07/2017,2.0,2.0,314.0,59.0,-37.97287,145.01648
ID121565906,42 Glenair St,3,h,982000.0,18/06/2016,2.0,2.0,652.0,59.0,-37.7629,145.1157
ID588674101,5/6 Tivoli Pl,2,u,863000.0,4/03/2017,2.0,1.0,742.0,69.0,-37.8357,144.9867
ID719493331,9/12 Acland St,1,u,452000.0,25/02/2017,1.0,1.0,0.0,6.0,-37.8631,144.9749
ID890226834,1/13 Maidstone St,2,h,633000.0,8/07/2017,1.0,2.0,123.0,14.0,-37.82223,145.22503999999995
ID195198670,23 Duffy St,4,h,1180000.0,25/02/2017,3.0,2.0,688.0,59.0,-37.7713,144.8937
ID870756479,71 Hamilton Rd,5,h,1355000.0,23/09/2017,3.0,5.0,44500.0,74.0,-37.453920000000004,144.58864
ID629166343,2/22 Looker Rd,3,t,820000.0,15/07/2017,2.0,2.0,260.0,9.0,-37.72394,145.12456
